x,y
0.009186351706036731,0.0
0.1745406824146979,84.92201039861355
0.30314960629921245,157.71230502599653
0.4868766404199471,259.6187175043327
0.7073490813648293,357.8856152512998
0.9002624671916006,442.80762564991335
0.9737532808398945,481.62911611785086
1.1023622047244095,516.8110918544194
1.2677165354330706,538.6481802426343
1.4514435695538053,558.0589254766031
1.6719160104986874,566.5511265164645
1.929133858267716,568.9774696707105
2.158792650918635,568.9774696707105
2.4711286089238844,566.5511265164645
2.755905511811023,565.3379549393413
3.031496062992126,556.8457538994801
3.3622047244094477,554.4194107452339
3.7204724409448824,541.0745233968804
4.15223097112861,526.5164644714038
4.418635170603674,514.3847487001733
4.795275590551181,491.33448873483536
5.125984251968505,473.13691507798956
5.4934383202099735,444.0207972270364
5.677165354330708,406.4124783362218
5.7506561679790025,376.08318890814553
5.888451443569553,139.5147313691508
6.007874015748032,10.918544194107431
