x,y
-0.49947643979057593,-186.32958801498128
-0.5026178010471204,-112.35955056179776
-0.4460732984293193,-31.835205992509373
-0.37696335078534027,45.88014981273409
-0.33141361256544505,81.46067415730334
-0.29528795811518327,107.67790262172286
-0.2513089005235602,126.4044943820225
-0.19633507853403148,143.25842696629218
-0.13193717277486916,156.36704119850185
-0.0596858638743456,167.60299625468167
0.006282722513088923,175.09363295880155
0.07225130890052345,178.83895131086143
0.14293193717277486,184.45692883895134
0.2151832460732983,186.32958801498125
0.2827225130890053,191.94756554307122
0.3612565445026177,195.6928838951311
0.4272251308900522,197.56554307116107
0.4979057591623036,200.37453183520597
0.4806282722513088,167.60299625468167
0.45078534031413586,121.72284644194758
0.4083769633507853,68.35205992509361
0.350261780104712,2.8089887640449263
0.30314136125654445,-41.19850187265919
0.22931937172774863,-84.26966292134833
0.16178010471204174,-116.10486891385773
0.07225130890052345,-132.95880149812734
-0.006282722513089034,-147.00374531835206
-0.08952879581151829,-156.3670411985019
-0.18219895287958116,-165.7303370786517
-0.2575916230366493,-168.53932584269657
-0.34397905759162306,-175.09363295880155
-0.4130890052356021,-180.7116104868914
-0.5010471204188482,-186.32958801498128
